지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 증기압(hPa),합계 3시간 신적설(cm),평균 전운량(1/10),기사
108,서울,2023-06-28,26.5,0,2.5,26.5,,8.1,{소나기}0010-0020. {박무}0105-{박무}{강도0}0300-{박무}{강도0}0600-0840. {소나기}0650-0710. {박무}2040-{박무}{강도0}2100-{박무}{강도0}2400-
108,서울,2023-06-29,24.2,63.8,2.3,28.8,,10,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도2}0900-1155. {안개비}0340-0355. {비}0625-{비}{강도0}0900-{시정(미만)}{1km}{비}1050-{시정(이상)}{1km}{비}1055-{시정(미만)}{1km}{비}1110-{시정(미만)}{0.5km}{비}1121-{시정(이상)}{0.5km}{비}1132-{시정(이상)}{1km}{비}1139-{비}{강도2}1200-{비}{강도1}1500-{비}{강도0}1800-{시정(미만)}{1km}{비}1920-{시정(이상)}{1km}{비}1935-{비}{강도0}2100-{안개비}2210-{안개비}{강도0}2400- {박무}1310-{박무}{강도1}1500-1605. {박무}1645-{박무}{강도1}1800-{박무}{강도2}2100-{시정(미만)}{1km}{안개}2330-{안개}{강도0}2400-
108,서울,2023-06-30,25.3,1,1.8,28.6,,7.4,-{박무}-{시정(이상)}{1km}{박무}0033-{시정(미만)}{1km}{안개}0153-{안개}{강도0}0300-{시정(이상)}{1km}{박무}0332-{박무}{강도2}0600-{박무}{강도0}0900-1050. -{안개비}-{안개비}{강도1}0300-{안개비}{강도0}0600-{안개비}{강도0}0900-0930. {안개비}1055-{비}1120-{비}{강도0}1200-1245. {박무}1115-{박무}{강도0}1200-{박무}{강도0}1500-1705. {비}1335-1410. {박무}2330-{박무}{강도0}2400-
108,서울,2023-07-01,27.7,,2,28.1,,1.4,-{박무}-0010. {박무}0205-{박무}{강도0}0300-{박무}{강도0}0600-0755.
108,서울,2023-07-02,26.7,,1.9,27.6,,6.6,
108,서울,2023-07-03,29.1,,1.8,28.2,,4.9,
108,서울,2023-07-04,26.1,61.8,2.3,29.1,,9.8,{박무}0205-{박무}{강도0}0300-{박무}{강도0}0600-0830. {비}1255-{비}{강도1}1500-{비}{강도0}1800-{시정(미만)}{1km}{비}1858-{시정(이상)}{1km}{비}1909-{시정(미만)}{1km}{비}1929-{시정(이상)}{1km}{비}1938-{시정(미만)}{1km}{비}1958-{시정(이상)}{1km}{비}2022- {박무}1350-{박무}{강도0}1500-1630. {비}{강도1}2100-2245. {비}2320-{비}{강도0}2400-
108,서울,2023-07-05,24.5,15.3,3.7,25.1,,5.9,-{비}-{시정(미만)}{1km}{비}0036-{시정(이상)}{1km}{비}0045-{비}{강도0}0300-0440. {비}0505-{비}{강도0}0600-0630. {박무}2120-2205.
108,서울,2023-07-06,27.3,,2.7,25.3,,6.3,{박무}0205-{박무}{강도0}0300-0330.
108,서울,2023-07-07,26.7,,2.3,22.4,,4.1,
108,서울,2023-07-08,25.6,,2.2,25.1,,7.6,
108,서울,2023-07-09,24.7,47.5,2,26.7,,8.8,{비}0655-0830. {비}0915-{시정(미만)}{1km}{비}1049-{시정(미만)}{0.5km}{비}1050-{시정(이상)}{0.5km}{비}1100-{시정(이상)}{1km}{비}1102-{시정(미만)}{1km}{비}1159-{비}{강도1}1200-{시정(이상)}{1km}{비}1213-1450. {박무}2320-2355.
108,서울,2023-07-10,26.3,11.5,2.3,27.2,,7.3,{박무}0020-{박무}{강도0}0300-0555. {비}0530-{비}{강도1}0600-0610. {박무}0750-0845.
108,서울,2023-07-11,23.5,58.3,1.9,26.5,,9.4,{안개비}0715-0750. {비}0810-{비}{강도0}0900-1150. {비}1220-{비}{강도0}1500-{비}{강도1}1800-1940. {박무}2135-{박무}{강도0}2400- {비}2345-{비}{강도0}2400-
108,서울,2023-07-12,25.8,.7,1.5,28.4,,9.4,-{비}-0130. -{박무}-{박무}{강도0}0300-{박무}{강도1}0600-{박무}{강도0}0900-0950. {비}0325-{비}{강도0}0600-0645. {비}2125-2135. {비}2350-{비}{강도0}2400-
108,서울,2023-07-13,25.2,91.6,1.6,30.3,,10,{박무}0205-{박무}{강도0}0300-{박무}{강도1}0600-{박무}{강도0}0900-{박무}{강도1}1200-1250. -{비}-{비}{강도0}0300-0345. {비}0455-0540. {비}0750-{비}{강도0}0900-{비}{강도1}1200-{시정(미만)}{1km}{비}1408-{시정(미만)}{0.5km}{비}1409-{시정(이상)}{0.5km}{비}1415-{시정(미만)}{0.5km}{비}1441-{시정(이상)}{0.5km}{비}1456-{시정(이상)}{1km}{비}1457-{비}{강도2}1500-{비}{강도1}1800-{비}{강도1}2100-{시정(미만)}{1km}{비}2354-{비}{강도1}2400-
108,서울,2023-07-14,24.6,72.7,2.9,30.6,,10,-{비}-{시정(이상)}{1km}{비}0025-{시정(미만)}{1km}{비}0123-{시정(이상)}{1km}{비}0140-{비}{강도1}0300-{시정(미만)}{1km}{비}0339-{시정(이상)}{1km}{비}0358-{비}{강도0}0600-{안개비}0750-{안개비}{강도0}0900-{비}1030-{비}{강도0}1200-{비}{강도0}1500-{시정(미만)}{1km}{비}1623-{시정(이상)}{1km}{비}1635-{안개비}1750-{안개비}{강도0}1800-{비}1830-{안개비}2040-{안개비}{강도0}2100-{비}2250-{안개비}2320-{안개비}{강도0}2400- {박무}0740-{박무}{강도1}0900-{박무}{강도0}1200-1245. {박무}1340-{박무}{강도1}1500-{박무}{강도1}1800-{박무}{강도1}2100-{박무}{강도1}2400-
108,서울,2023-07-15,24.5,2.3,3,28.8,,9.9,-{안개}-{시정(미만)}{1km}{안개}0057- {시정(미만)}{0.5km}{안개}0127-{시정(이상)}{0.5km}{안개}0200-{시정(이상)}{1km}{박무}0252-{박무}{강도2}0300-{박무}{강도2}0600-{박무}{강도0}0900-0945. -{비}-{비}0240-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-0955. {비}1050-1155. {안개비}1430-{비}1445-{비}{강도0}1500-1730. {박무}1435-{박무}{강도0}1500-1725. {비}2040-2055.
108,서울,2023-07-16,24.6,9.7,2.3,27.5,,9.3,{박무}0450-{박무}{강도0}0600-{박무}{강도0}0900-1125. {비}0535-0550. {비}0610-0730. {비}1155-{비}{강도0}1200-1315.
108,서울,2023-07-17,25.5,1.4,1.7,28,,9,{비}0615-0645. {비}0720-0745. {비}0945-1005. {비}1410-1430. {비}1535-1715. {비}2330-{비}{강도0}2400-
108,서울,2023-07-18,25.2,2.3,1.4,27.9,,8,{박무}0130-{박무}{강도0}0300-{박무}{강도0}0600-0830. -{비}-0235. {비}0405-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-1410.
108,서울,2023-07-19,27.2,,1.7,27.9,,2.3,
108,서울,2023-07-20,27.9,,1.8,27.3,,2.9,{박무}0420-{박무}{강도0}0600-{박무}{강도0}0900-1030.
108,서울,2023-07-21,29.5,,1.8,28.1,,2.3,{박무}0615-{박무}{강도0}0900-1020.
108,서울,2023-07-22,27.7,12.3,2.6,26.9,,6.6,{비}1515-1555. {비}1735-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400-
108,서울,2023-07-23,25.2,40.2,2.1,30.2,,10,-{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도1}0900-{비}{강도0}1200-1455. {비}1710-1755. {비}1955-{비}{강도0}2100-2315.
108,서울,2023-07-24,26.9,.4,2,29.2,,7.3,{박무}0020-0210. {비}0030-0150. {박무}0330-0420. {비}1045-1130.
108,서울,2023-07-25,27.8,5.6,2.7,29.9,,7.1,{비}0130-0205. {비}0225-0240. {소나기}1755-{소나기}{강도0}1800-1815. {비}2120-2145. {비}2225-2235.
108,서울,2023-07-26,27.6,1,2.2,29.7,,7.6,{비}0630-0705. {소나기}0915-1005. {소나기}1815-1835. {소나기}1845-1940.
108,서울,2023-07-27,28.4,0,1.9,29.8,,5.9,{소나기}1610-1625.
108,서울,2023-07-28,29.5,,2.1,29.3,,3.3,
108,서울,2023-07-29,29.1,,2,28.9,,4.4,
108,서울,2023-07-30,28.8,25,1.9,28.1,,4.8,{소나기}1745-{소나기}{강도0}1800-{시정(미만)}{1km}{소나기}1858-{시정(이상)}{1km}{소나기}1904-2055.
108,서울,2023-07-31,28.7,.3,1.7,29.6,,6.4,{소나기}1455-{소나기}{강도0}1500-1535.
108,서울,2023-08-01,29.9,,1.9,29.9,,4.1,
108,서울,2023-08-02,29.7,,2.1,27.8,,4,
108,서울,2023-08-03,29.5,,2.1,27.2,,3.9,
108,서울,2023-08-04,30,,1.9,28.3,,4.3,
108,서울,2023-08-05,30.3,,2,29.4,,2.8,
108,서울,2023-08-06,29.8,4.9,1.7,31.9,,5.8,{소나기}1450-{소나기}{강도0}1500-1625.
108,서울,2023-08-07,30.4,,2.7,29.5,,4.4,
108,서울,2023-08-08,30.9,,2.9,26.7,,2.4,
108,서울,2023-08-09,28.3,.2,3.2,25.9,,8,{비}2225-{비}{강도0}2400-
108,서울,2023-08-10,22.2,86.1,3.7,24.5,,10,-{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도1}1200-{비}{강도1}1500-{비}{강도1}1800-{비}{강도0}2100-{비}{강도0}2400- {박무}0940-{박무}{강도0}1200-{박무}{강도1}1500-{박무}{강도2}1800-{박무}{강도0}2100-{박무}{강도0}2400-
108,서울,2023-08-11,23.5,46.7,2.3,26.8,,10,-{박무}-0040. {박무}0125-{박무}{강도1}0300-{박무}{강도0}0600-0850. -{비}-{비}{강도0}0300-{비}{강도1}0600-{비}{강도0}0900-{비}{강도1}1200-{비}{강도0}1500-1730. {비}1910-{비}{강도0}2100-2255. {비}2345-{비}{강도0}2400-
108,서울,2023-08-12,23.3,1.5,1.9,25.9,,8.9,-{비}-{비}{강도0}0300-{비}{강도0}0600-0630. {비}0705-0750. {비}0835-{비}{강도0}0900-{비}{강도0}1200-1205. {비}1330-{비}{강도0}1500-1710.
108,서울,2023-08-13,27,,1.7,26.9,,8.3,
108,서울,2023-08-14,28.1,,1.6,28.3,,4,{박무}0335-{박무}{강도0}0600-0650.
108,서울,2023-08-15,28.6,,2.3,27.7,,6.5,
108,서울,2023-08-16,27.3,.3,2.1,26,,4.5,{소나기}1545-1610. {소나기}1710-1740.
108,서울,2023-08-17,28.2,,1.7,27.4,,4.6,
108,서울,2023-08-18,29.1,.1,1.9,28.7,,3.1,{소나기}1610-1635. {소나기}1940-1955.
108,서울,2023-08-19,29.1,,1.9,27.3,,3.9,
108,서울,2023-08-20,28.3,0,1.6,27.3,,7.3,{비}0920-1110.
108,서울,2023-08-21,29.5,0,2.4,28.5,,6.6,{비}0340-0410. {비}0505-0520. {소나기}1515-1540.
108,서울,2023-08-22,27.6,42.6,2.4,29.4,,9,{비}0415-0440. {비}0845-{비}{강도0}0900-1120. {비}1450-{비}{강도0}1500-1555. {비}1635-{비}{강도2}1800-1830. {비}2010-2030. {비}2105-2230.
108,서울,2023-08-23,24.8,41.8,2.2,28.5,,9.6,{비}0050-0220. {비}0255-{비}{강도0}0300-0440. {비}0520-{비}{강도0}0600-0740. {비}0855-{비}{강도0}0900-0905. {비}1005-{비}{강도1}1200-{시정(미만)}{1km}{비}1204-{시정(미만)}{0.5km}{비}1208-{시정(이상)}{0.5km}{비}1216-{시정(이상)}{1km}{비}1217-{시정(미만)}{1km}{비}1444-{시정(이상)}{1km}{비}1450-{비}{강도1}1500-{비}{강도0}1800-1820. {비}1930-{비}{강도0}2100-2305.
108,서울,2023-08-24,25.1,5.2,2.8,26.8,,9,{비}0310-{비}{강도0}0600-0710. {비}1450-{비}{강도0}1500-1510.
108,서울,2023-08-25,26.5,0,2.6,26.6,,5,{비}0335-0345.
108,서울,2023-08-26,26.4,,1.8,24.4,,6.4,{박무}0525-{박무}{강도0}0600-0635.
108,서울,2023-08-27,26.1,0,1.8,25.2,,8.9,{비}1805-{비}{강도0}2100-2255. {비}2310-{비}{강도0}2400-
108,서울,2023-08-28,22.7,10.4,3.3,24.1,,10,-{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-1450. {비}1510-1525. {비}1710-{비}{강도0}1800-1850. {비}1930-{비}{강도0}2100-2150. {비}2225-{비}{강도0}2400-
108,서울,2023-08-29,23.9,54.8,2.1,26.5,,9.4,-{비}-0115. {비}0205-{비}{강도0}0300-0505. {비}0635-{비}{강도0}0900-{시정(미만)}{1km}{비}1120-{시정(미만)}{0.5km}{비}1136-{시정(이상)}{0.5km}{비}1156-{비}{강도2}1200-{시정(이상)}{1km}{비}1203-{시정(미만)}{1km}{비}1222-{시정(미만)}{0.5km}{비}1229-{시정(이상)}{0.5km}{비}1233-{시정(이상)}{1km}{비}1238-{시정(미만)}{1km}{비}1257-{시정(이상)}{1km}{비}1304-{비}{강도0}1500-{비}{강도0}1800-1915.
108,서울,2023-08-30,22.8,3.5,1.1,24.4,,9.8,{비}0510-0535. {비}0715-{비}{강도0}0900-0935. {비}1010-1025. {비}1250-{비}{강도0}1500-{비}{강도0}1800-1925. {무지개}1850-1915. {박무}2040-{박무}{강도0}2100-2230. {비}2135-2225.
108,서울,2023-08-31,23.9,,1.3,22.3,,6,{박무}0350-{박무}{강도0}0600-0830.
108,서울,2023-09-01,24.5,,2,21,,.5,
108,서울,2023-09-02,25.4,,1.6,20,,4.6,
108,서울,2023-09-03,25.8,.1,2.2,25.7,,8.1,{비}0310-0335. {비}0405-0410. {비}0715-{비}{강도0}0900-0930.
108,서울,2023-09-04,27,.3,1.8,28.3,,9.1,{비}0055-0110. {비}0305-0520.
108,서울,2023-09-05,28.5,0,1.8,26.6,,6.4,{비}0245-0255.
108,서울,2023-09-06,27.9,,2.4,23.9,,1.1,
108,서울,2023-09-07,26.3,,2.5,18.1,,0,
108,서울,2023-09-08,25.3,,2.3,19.1,,.4,
108,서울,2023-09-09,25.8,,1.8,21.5,,3.3,
108,서울,2023-09-10,25.7,,1.6,22.2,,6.1,
108,서울,2023-09-11,25.5,,1.9,21.6,,6.5,
108,서울,2023-09-12,25.7,,1.5,22.6,,7.4,
108,서울,2023-09-13,22.1,15.9,1.8,22.3,,9.9,{비}0555-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-2140. {박무}1550-{박무}{강도0}1800-1915.
108,서울,2023-09-14,23.4,,2.4,20.5,,7.6,
108,서울,2023-09-15,22.3,2.1,2.6,22.1,,9.8,{비}0215-{비}{강도0}0300-0320. {비}0515-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-1415. {비}1510-1520. {비}2205-{비}{강도0}2400-
108,서울,2023-09-16,23.9,38.7,1.7,25.9,,9.9,-{비}-0150. {비}0330-0410. {비}1405-1410. {비}1650-{비}{강도0}1800-{비}{강도0}2100-{시정(미만)}{1km}{비}2129-{시정(미만)}{0.5km}{비}2133-{시정(이상)}{0.5km}{비}2148-{시정(이상)}{1km}{비}2202-{시정(미만)}{1km}{비}2347-{시정(이상)}{1km}{비}2358-{비}{강도1}2400-
108,서울,2023-09-17,24.7,3,1.4,26.1,,8,-{비}-0125. {비}0250-{비}{강도0}0300-0330.
108,서울,2023-09-18,24.7,,1.9,24.3,,3.8,{박무}0650-0730.
108,서울,2023-09-19,24.1,,1.6,24.2,,8.6,{박무}0545-{박무}{강도0}0600-0610.
108,서울,2023-09-20,20.6,35.8,2.7,21.8,,9.4,{박무}0050-0150. {비}0155-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{비}{강도1}1500-{비}{강도0}1800-1945. {박무}0310-0450. {박무}0610-{박무}{강도0}0900-{박무}{강도0}1200-{박무}{강도1}1500-{박무}{강도1}1800-1835. {무지개}1830-1835. {비}2210-2245. {비}2325-2350.
108,서울,2023-09-21,20.1,0,2.3,16.5,,7.1,{비}0440-0530.
108,서울,2023-09-22,20.5,,1.7,15.8,,2,
108,서울,2023-09-23,21.8,,2.5,16.1,,4.6,{햇무리}0950-1530.
108,서울,2023-09-24,21.8,,2.9,14.3,,5.4,{햇무리}1330-1605.
108,서울,2023-09-25,21.6,1.9,2.3,16.9,,9.6,{비}0115-{비}{강도0}0300-0510. {비}1810-1835. {비}2015-{비}{강도0}2100-{비}{강도0}2400-
108,서울,2023-09-26,19.9,27.8,2.4,22.3,,10,-{비}-{비}{강도1}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400-
108,서울,2023-09-27,21.5,4.4,1.8,23.1,,9.1,-{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-1145. {박무}0350-{박무}{강도0}0600-0640. {박무}0845-{박무}{강도1}0900-1135.
108,서울,2023-09-28,22.7,,2,21.2,,5,{박무}0505-{박무}{강도0}0600-0850. {연무}1715-{연무}{강도0}1800-2030. {박무}2025-{박무}{강도1}2100-{박무}{강도1}2400-
108,서울,2023-09-29,21.1,,1.4,14.9,,7.1,-{박무}-0235.
108,서울,2023-09-30,19.7,4.5,2.2,17.7,,6.1,{비}0105-{비}{강도0}0300-0405. {비}1045-{비}{강도0}1200-1435.
108,서울,2023-10-01,18.4,,2.4,12.2,,.1,
108,서울,2023-10-02,18.2,,1.7,10.7,,2,
108,서울,2023-10-03,17.5,,1.7,13,,4.9,
108,서울,2023-10-04,17.3,14.7,2.1,14.8,,5.8,{비}1530-{비}{강도1}1800-1820. {박무}1810-1930.
108,서울,2023-10-05,14.2,,2.6,7.4,,2.3,
108,서울,2023-10-06,15.5,,1.6,9.5,,5.6,
108,서울,2023-10-07,16.8,,2.1,11.7,,7.8,
108,서울,2023-10-08,17.1,0,2.5,13,,8.4,{비}1225-1430.
108,서울,2023-10-09,17.4,1.2,1.9,13.3,,6,{비}0710-{비}{강도0}0900-1140. {비}2055-{비}{강도0}2100-2120.
108,서울,2023-10-10,17.1,,1.6,12.5,,0,
108,서울,2023-10-11,17.6,,1.7,11.1,,.5,
108,서울,2023-10-12,17.5,,1.5,12.2,,4.1,
108,서울,2023-10-13,17.5,,1.5,13.7,,7.6,{햇무리}0910-1110.
108,서울,2023-10-14,14.7,5.8,1.4,14.1,,5.5,{박무}0435-{박무}{강도0}0600-{박무}{강도1}0900-{박무}{강도1}1200-1350. {비}0705-{비}{강도0}0900-{비}{강도0}1200-1320. {박무}2055-{박무}{강도0}2100-{박무}{강도0}2400-
108,서울,2023-10-15,16.1,,2,14.3,,2,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0940.
108,서울,2023-10-16,14.7,,2.4,9.3,,0,
108,서울,2023-10-17,13.8,,1.6,8.4,,0,
108,서울,2023-10-18,15.7,,2.1,11.9,,4,
108,서울,2023-10-19,17,8.2,1.5,16.1,,9.5,{비}0625-{비}{강도0}0900-1055. {박무}0820-{박무}{강도1}0900-{박무}{강도0}1200-{박무}{강도0}1500-1655. {박무}1940-2030.
108,서울,2023-10-20,11.6,,3.2,6.4,,1.3,
108,서울,2023-10-21,10.4,1.1,2.3,6.7,,1.1,{비}0640-0655. {비}0740-0835.
108,서울,2023-10-22,12.5,,1.7,9.8,,4.3,
108,서울,2023-10-23,15.2,,1.7,12.4,,3.8,{박무}0345-{박무}{강도0}0600-{박무}{강도0}0900-1040.
108,서울,2023-10-24,15.6,,1.7,13.8,,5,{박무}0345-{박무}{강도0}0600-{박무}{강도0}0900-1120. {박무}2150-{박무}{강도0}2400-
108,서울,2023-10-25,16.6,,1.4,14.6,,4,-{박무}-{박무}{강도0}0300-{박무}{강도1}0600-{박무}{강도0}0900-1030. {박무}2050-{박무}{강도0}2100-{박무}{강도0}2400-
108,서울,2023-10-26,17.2,0,2.1,15.5,,8.9,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도1}0900-{박무}{강도0}1200-1330. {연무}1325-{연무}{강도0}1500-1725. {비}1720-{비}{강도0}1800-1950. {박무}1720-{박무}{강도0}1800-2030. ]{우박}[(d 1.0)(NE 13)/중랑구/ 연합뉴스2000-2015. ]{우박}[(d 1.0)(SE 17)/강동구/서울신문2020-2025. {비}2255-2310.
108,서울,2023-10-27,15.7,,1.9,12.4,,3.8,{박무}0150-{박무}{강도0}0300-0350. {박무}0540-{박무}{강도0}0600-0850.
108,서울,2023-10-28,14.2,,1.4,9.7,,0,
108,서울,2023-10-29,14.9,,1.7,10,,0,
108,서울,2023-10-30,15.1,,1.7,12.1,,1.1,{연무}1540-1610. {박무}2035-{박무}{강도0}2100-{박무}{강도0}2400-
108,서울,2023-10-31,16.5,,1.8,14,,5.8,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1145. {연무}1140-{연무}{강도0}1200-{연무}{강도0}1500-1540. {연무}2215-2345. {박무}2340-{박무}{강도0}2400-
108,서울,2023-11-01,19,0,2.4,17.9,,9,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-1410. {비}0630-0720. {박무}1730-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도0}2400-
108,서울,2023-11-02,20.8,,2.9,17,,4.6,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-0730.
108,서울,2023-11-03,19.5,8.5,2.8,18.7,,7.9,{비}1310-1345. {비}1702-1752. {박무}1735-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도1}2400- {비}1820-1940.
108,서울,2023-11-04,17.4,,2.6,14.9,,5.6,-{박무}-{박무}{강도0}0300-0420.
108,서울,2023-11-05,17.3,10.4,3.3,17.2,,9.1,{비}0115-0215. {비}0450-{비}{강도0}0600-0740. {비}0935-{비}{강도0}1200-1210. {비}1425-{비}{강도0}1500-1515. {비}1615-1630. {비}1820-{비}{강도0}2100-{비}{강도0}2400- {박무}2035-{박무}{강도1}2100-2250. {박무}2359-{박무}{강도0}2400-
108,서울,2023-11-06,13.3,45.8,4.9,13.5,,9.4,-{비}-{비}{강도1}0300-0515. -{박무}-{박무}{강도1}0300-0355. {비}0635-{비}{강도0}0900-0940. {박무}0655-0845. {비}1030-{비}{강도0}1200-{비}{강도0}1500-1710. {비}1805-1955. {비}2010-{비}{강도0}2100-2250. {비}2315-{비}{강도0}2400-
108,서울,2023-11-07,5.8,0,3.2,5.7,,1.6,-{비}-0015.
108,서울,2023-11-08,8.4,,1.7,5.7,,2.6,
108,서울,2023-11-09,11.4,5.1,2.1,10.1,,5.6,{비}1540-1730. {박무}1640-{박무}{강도0}1800-{박무}{강도0}2100-2250. {비}1940-1955.
108,서울,2023-11-10,3.4,,3.9,4.1,,1.1,
108,서울,2023-11-11,1.7,,2.2,3.2,,1.9,
108,서울,2023-11-12,1.2,,2.2,3.5,,0,
108,서울,2023-11-13,2,,2.3,3.7,,0,
108,서울,2023-11-14,5,,1.7,5.7,,2.3,
108,서울,2023-11-15,7,,1.5,7,,4,{연무}1945-{연무}{강도0}2100-{연무}{강도0}2400-
108,서울,2023-11-16,6.6,8.4,1.9,8.2,,9,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-0915. {비}0905-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-1955. {박무}0910-{박무}{강도1}1200-{박무}{강도2}1500-{박무}{강도1}1800-{박무}{강도1}2100-{박무}{강도1}2400- {비}2250-2315.
108,서울,2023-11-17,1.6,0,2.9,4.1,,4.3,{비}0010-0110. -{박무}-0135. {눈}1125-1150. {눈}1250-1320.
108,서울,2023-11-18,.6,,3.5,3.8,,0,
108,서울,2023-11-19,5.9,,2.4,6.4,,2.6,{연무}1650-{연무}{강도0}1800-1905.
108,서울,2023-11-20,6.2,,1.5,5.3,,0,
108,서울,2023-11-21,7.4,,1.7,5.9,,0,
108,서울,2023-11-22,9.5,,1.8,8,,4,
108,서울,2023-11-23,9.9,.1,3.3,9,,4.4,{비}0120-{비}{강도0}0300-0405. {박무}0255-{박무}{강도0}0300-{박무}{강도1}0600-{박무}{강도2}0900-1145. {연무}1140-{연무}{강도1}1200-{연무}{강도0}1500-1730.
108,서울,2023-11-24,-1.5,,3.8,2.8,,.3,
108,서울,2023-11-25,-1.3,,1.8,2.3,,1.8,
108,서울,2023-11-26,4,0,1.4,3.7,,8.9,{비}2220-{비}{강도0}2400-
108,서울,2023-11-27,6.2,3.6,2.4,7.8,,6.8,{박무}0250-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도1}1200-{박무}{강도0}1500-{박무}{강도0}1800-2055. -{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-1250. {연무}2050-{연무}{강도0}2100-2240.
108,서울,2023-11-28,1.3,0,3.2,3.9,,2.3,{눈}1550-1610.  {박무}0020-{박무}{강도0}0300-0320. 
108,서울,2023-11-29,-1.4,0,2.5,3.3,,4.4,{눈}1340-1445. {눈}1542-1657.
108,서울,2023-11-30,-4.3,,2.8,2.1,,0,
108,서울,2023-12-01,-3.2,,2,2.6,,.1,
108,서울,2023-12-02,2,0,2.4,4.3,,4,{싸락눈}1307-1315. {비}2015-{비}{강도0}2100-2135. {연무}2145-2205.
108,서울,2023-12-03,.8,,1.7,3.5,,0,
108,서울,2023-12-04,2.7,,1.6,4.4,,2.5,
108,서울,2023-12-05,6.8,,2,5.5,,3.8,
108,서울,2023-12-06,6.1,3.8,2.3,7.2,,6.3,{연무}0830-{연무}{강도0}0900-{연무}{강도0}1200-1340. {비}1305-1435. {박무}1335-{박무}{강도1}1500-{박무}{강도1}1800-{박무}{강도1}2100-2340. ]{싸락우박}[(SE)/강남구/인사이드1525-1530. {비}1625-1715.
108,서울,2023-12-07,6.6,,2.6,6.4,,1.9,
108,서울,2023-12-08,11.2,,3,10,,1.4,
108,서울,2023-12-09,13.7,,2,12.9,,8.3,{박무}0355-{박무}{강도0}0600-{박무}{강도0}0900-{박무}{강도0}1200-{박무}{강도0}1500-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도1}2400-
108,서울,2023-12-10,11.4,0,,8.9,,5.6,{비}2355-{비}{강도0}2400- -{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-1050.  {연무}1045-1135. 
108,서울,2023-12-11,8.9,11.4,,9.5,,10,-{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400-
108,서울,2023-12-12,5.4,.4,2.7,6.7,,4.9,-{비}-0015. {비}0045-{비}{강도0}0300-0515.
108,서울,2023-12-13,6.8,,2.4,7.2,,6.3,
108,서울,2023-12-14,7.6,17,4.5,8.9,,10,{비}0010-0035. {비}0230-{비}{강도0}0300-0320. {비}0805-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-{비}{강도0}2400- {박무}0955-{박무}{강도0}1200-{박무}{강도0}1500-1555. {박무}1725-{박무}{강도0}1800-1950. {박무}2050-{박무}{강도0}2100-2310.
108,서울,2023-12-15,4.9,31.1,3.6,8.3,,10,{박무}0020-{박무}{강도0}0300-{박무}{강도1}0600-0855. -{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도0}1200-{비}{강도0}1500-1520. {박무}0905-{박무}{강도0}1200-{박무}{강도0}1500-1515. {비}1755- {비}{강도0}1800-1855. {비}1920-{안개비}1930-{안개비}{강도0}2100-{비}2205-{비}{강도0}2400- {박무}1935-{박무}{강도0}2100-{박무}{강도0}2400-
